datetime,precipRate,precipTotal
2026-02-19 00:59:00,0.0,0.0
2026-02-19 01:59:00,0.0,0.0
2026-02-19 02:59:00,0.0,0.0
2026-02-19 03:59:00,0.0,0.0
2026-02-19 04:59:00,0.0,0.0
2026-02-19 05:59:00,0.0,0.0
2026-02-19 06:59:00,0.0,0.0
2026-02-19 07:59:00,0.0,0.0
2026-02-19 08:59:00,0.0,0.0
2026-02-19 09:59:00,0.0,0.0
2026-02-19 10:59:00,0.0,0.0
2026-02-19 11:59:00,0.0,0.0
2026-02-19 12:59:00,0.0,0.0
2026-02-19 13:59:00,0.0,0.0
2026-02-19 14:59:00,0.0,0.0
2026-02-19 15:59:00,0.0,0.0
2026-02-19 16:59:00,0.0,0.0
2026-02-19 17:59:00,0.0,0.0
2026-02-19 18:59:00,0.0,0.0
2026-02-19 19:59:00,0.0,0.0
2026-02-19 20:59:00,0.0,0.0
2026-02-19 21:59:00,0.0,0.0
2026-02-19 22:59:00,0.0,0.0
2026-02-19 23:59:00,0.0,0.0
2026-02-20 00:59:00,0.0,0.0
2026-02-20 01:59:00,0.0,0.0
2026-02-20 02:59:00,0.0,0.0
2026-02-20 03:59:00,0.0,0.0
2026-02-20 04:59:00,0.0,0.0
2026-02-20 05:59:00,0.0,0.0
2026-02-20 06:59:00,0.0,0.0
2026-02-20 07:59:00,0.0,0.0
2026-02-20 08:59:00,0.0,0.0
2026-02-20 09:59:00,0.0,0.0
2026-02-20 10:59:00,0.0,0.0
2026-02-20 11:59:00,0.0,0.0
2026-02-20 12:59:00,0.0,0.0
2026-02-20 13:59:00,0.0,0.0
2026-02-20 14:59:00,0.0,0.0
2026-02-20 15:59:00,0.0,0.0
2026-02-20 16:59:00,0.0,0.0
2026-02-20 17:59:00,0.0,0.0
2026-02-20 18:59:00,0.0,0.0
2026-02-20 19:59:00,0.0,0.0
2026-02-20 20:59:00,51.59,16.31
2026-02-20 21:58:00,8.99,19.81
2026-02-20 22:59:00,5.99,23.9
2026-02-20 23:59:00,7.8,27.89
2026-02-21 00:59:00,0.0,0.0
2026-02-21 01:59:00,1.8,0.3
2026-02-21 02:59:00,0.0,0.3
2026-02-21 03:59:00,0.0,0.3
2026-02-21 04:59:00,0.0,0.3
