datetime,precipRate
2025-09-11 00:59:35,0.0
2025-09-11 01:59:30,0.0
2025-09-11 02:59:57,0.0
2025-09-11 03:59:53,0.0
2025-09-11 04:59:49,0.0
2025-09-11 05:59:45,0.0
2025-09-11 06:59:41,0.0
2025-09-11 07:59:37,0.0
2025-09-11 08:59:34,0.0
2025-09-11 09:59:29,0.0
2025-09-11 10:59:56,0.0
2025-09-11 11:59:53,0.0
2025-09-11 12:59:49,0.0
2025-09-11 13:59:45,0.0
2025-09-11 14:59:40,1.19
2025-09-11 15:59:37,1.8
2025-09-11 16:59:33,1.19
2025-09-11 17:59:29,0.0
2025-09-11 18:59:56,3.0
2025-09-11 19:59:52,1.8
2025-09-11 20:59:47,0.0
2025-09-11 21:59:44,0.0
2025-09-11 22:59:40,0.0
2025-09-11 23:59:36,0.0
2025-09-12 00:59:32,0.0
2025-09-12 01:59:59,0.0
2025-09-12 02:59:56,0.0
2025-09-12 03:59:51,0.0
2025-09-12 04:59:47,0.0
2025-09-12 05:59:43,0.0
2025-09-12 06:59:39,0.0
2025-09-12 07:59:36,0.0
2025-09-12 08:59:31,0.0
2025-09-12 09:59:58,0.0
2025-09-12 10:59:54,0.0
2025-09-12 11:59:50,0.0
2025-09-12 12:59:46,1.8
2025-09-12 13:59:43,0.0
2025-09-12 14:59:38,0.0
2025-09-12 15:59:34,0.0
2025-09-12 16:59:30,0.0
2025-09-12 17:59:57,0.0
2025-09-12 18:59:54,0.0
2025-09-12 19:59:50,0.0
2025-09-12 20:59:46,0.0
2025-09-12 21:59:42,0.0
2025-09-12 22:59:38,0.0
2025-09-12 23:59:34,0.0
2025-09-13 00:59:29,0.0
2025-09-13 01:59:57,0.0
2025-09-13 02:59:53,0.0
2025-09-13 03:59:49,0.0
2025-09-13 04:59:45,0.0
2025-09-13 05:59:42,0.0
2025-09-13 06:59:37,0.0
2025-09-13 07:59:33,0.0
2025-09-13 08:59:29,0.0
2025-09-13 09:59:56,0.0
2025-09-13 10:59:52,0.0
2025-09-13 11:59:48,0.0
2025-09-13 12:59:45,0.0
2025-09-13 13:59:40,0.0
2025-09-13 14:59:37,0.0
2025-09-13 15:59:32,0.0
2025-09-13 16:59:59,0.0
2025-09-13 17:59:55,0.0
2025-09-13 18:59:52,0.0
2025-09-13 19:59:48,0.0
2025-09-13 20:59:44,0.0
2025-09-13 21:59:39,0.0
2025-09-13 22:59:35,0.0
2025-09-13 23:59:32,0.0
2025-09-14 00:59:59,0.0
2025-09-14 01:59:55,0.0
2025-09-14 02:59:51,0.0
2025-09-14 03:59:47,0.0
2025-09-14 04:59:43,0.0
2025-09-14 05:59:38,0.0
2025-09-14 06:59:35,0.0
2025-09-14 07:59:31,0.0
2025-09-14 08:59:58,0.0
2025-09-14 09:59:54,0.0
2025-09-14 10:59:50,0.0
2025-09-14 11:59:46,0.0
2025-09-14 12:59:41,0.0
2025-09-14 13:59:38,0.0
2025-09-14 14:59:34,0.0
2025-09-14 15:59:31,0.0
2025-09-14 16:59:58,0.0
2025-09-14 17:59:53,0.0
2025-09-14 18:59:49,0.0
2025-09-14 19:59:45,0.0
2025-09-14 20:59:41,0.0
2025-09-14 21:59:37,0.0
2025-09-14 22:59:34,0.0
2025-09-14 23:59:29,0.0
2025-09-15 00:59:56,0.0
2025-09-15 01:59:53,0.0
2025-09-15 02:59:49,0.0
2025-09-15 03:59:44,0.0
2025-09-15 04:59:40,0.0
2025-09-15 05:59:36,0.0
2025-09-15 06:59:32,0.0
2025-09-15 07:59:59,0.0
2025-09-15 08:59:56,0.0
2025-09-15 09:59:51,0.0
2025-09-15 10:59:48,0.0
2025-09-15 11:59:44,0.0
2025-09-15 12:59:40,0.0
2025-09-15 13:59:35,0.0
2025-09-15 14:59:32,0.0
2025-09-15 15:59:58,0.0
2025-09-15 16:59:55,0.0
2025-09-15 17:59:51,0.0
2025-09-15 18:59:47,0.0
2025-09-15 19:59:43,0.0
2025-09-15 20:59:39,0.0
2025-09-15 21:59:35,0.0
2025-09-15 22:59:31,0.0
2025-09-15 23:59:58,0.0
2025-09-16 00:59:54,0.0
2025-09-16 01:59:50,0.0
2025-09-16 02:59:46,0.0
2025-09-16 03:59:42,0.0
2025-09-16 04:59:39,0.0
2025-09-16 05:59:34,0.0
2025-09-16 06:59:30,0.0
2025-09-16 07:59:57,0.0
2025-09-16 08:59:53,0.0
2025-09-16 09:59:49,0.0
2025-09-16 10:59:46,0.0
2025-09-16 11:59:41,0.0
2025-09-16 12:59:37,0.0
2025-09-16 13:59:34,0.0
2025-09-16 14:59:29,0.0
2025-09-16 15:59:57,0.0
2025-09-16 16:59:53,0.0
2025-09-16 17:59:49,1.19
2025-09-16 18:59:44,3.61
2025-09-16 19:59:40,3.0
2025-09-16 20:59:36,1.8
2025-09-16 21:59:33,0.0
2025-09-16 22:59:30,0.0
2025-09-16 23:59:55,0.0
2025-09-17 00:59:52,0.0
2025-09-17 01:59:48,0.0
2025-09-17 02:59:44,1.19
2025-09-17 03:59:39,0.0
2025-09-17 04:59:36,0.0
2025-09-17 05:59:32,0.0
2025-09-17 06:59:59,0.0
2025-09-17 07:59:55,0.0
2025-09-17 08:59:51,0.0
2025-09-17 09:54:37,0.0
