datetime,precipRate,precipTotal
2026-02-04 00:59:00,0.6,4.0
2026-02-04 01:59:00,0.8,0.2
2026-02-04 02:59:00,0.4,0.2
2026-02-04 03:58:00,0.0,0.2
2026-02-04 04:58:00,0.0,0.2
2026-02-04 05:59:00,0.2,0.4
2026-02-04 06:59:00,0.2,0.4
2026-02-04 07:58:00,8.8,4.8
2026-02-04 08:58:00,9.6,5.2
2026-02-04 09:58:00,4.0,6.8
2026-02-04 10:59:00,8.8,11.0
2026-02-04 11:59:00,8.2,13.6
2026-02-04 12:58:00,5.6,14.8
2026-02-04 13:58:00,3.6,15.0
2026-02-04 14:59:00,0.4,15.0
2026-02-04 15:59:00,0.0,15.0
2026-02-04 16:59:00,0.0,15.0
2026-02-04 17:58:00,0.0,15.0
2026-02-04 18:58:00,0.0,15.0
2026-02-04 19:59:00,0.0,15.0
2026-02-04 20:30:00,0.0,15.0
2026-02-09 02:58:00,0.0,0.0
2026-02-09 03:58:00,0.4,0.2
2026-02-09 04:59:00,0.2,0.2
2026-02-09 05:59:00,0.0,0.2
2026-02-09 06:59:00,0.0,0.2
2026-02-09 07:58:00,0.0,0.2
2026-02-09 08:58:00,0.0,0.2
2026-02-09 09:59:00,0.0,0.2
2026-02-09 10:59:00,0.0,0.2
2026-02-09 11:58:00,0.0,0.2
2026-02-09 12:58:00,0.0,0.2
2026-02-09 13:58:00,0.0,0.2
2026-02-09 14:59:00,0.0,0.2
2026-02-09 15:59:00,0.0,0.2
2026-02-09 16:58:00,0.0,0.2
2026-02-09 17:58:00,0.0,0.2
2026-02-09 18:58:00,0.0,0.2
2026-02-09 19:59:00,0.0,0.2
2026-02-09 20:59:00,0.0,0.2
2026-02-09 21:58:00,0.0,0.2
2026-02-09 22:58:00,0.0,0.2
2026-02-09 23:57:00,0.0,0.2
2026-02-10 00:59:00,0.0,0.2
2026-02-10 01:59:00,0.0,0.0
2026-02-10 02:58:00,0.0,0.0
2026-02-10 03:58:00,0.0,0.0
2026-02-10 04:57:00,0.0,0.0
2026-02-10 05:59:00,0.0,0.0
2026-02-10 06:59:00,0.0,0.0
2026-02-10 07:58:00,0.0,0.0
2026-02-10 08:58:00,0.0,0.0
2026-02-10 09:59:00,0.0,0.0
2026-02-10 10:59:00,0.0,0.0
2026-02-10 11:59:00,26.8,13.2
2026-02-10 12:58:00,29.6,19.2
2026-02-10 13:58:00,11.8,20.4
2026-02-10 14:59:00,4.4,22.6
2026-02-10 15:53:00,4.4,23.2
